Generation: 30	Total Reward: 7416.0
Reward: 500   	chromosome: [43, 201]                     [0.39, 1.937, 0.118, 0.163]
Reward: 251   	chromosome: [60, 49, 98, 51, 99]          [0.203, 1.784, 0.088, 0.373]
Reward: 247   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 241   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 239   	chromosome: [60, 49, 98, 115, 99]         [0.521, 1.784, 0.088, 0.373]
Reward: 236   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 235   	chromosome: [60, 49, 98, 115, 99]         [0.68, 1.784, 0.088, 0.373]
Reward: 235   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.784, 0.088, 0.373]
Reward: 235   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 228   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.784, 0.088, 0.373]
Reward: 226   	chromosome: [60, 49, 98, 51, 99]          [0.521, 1.784, 0.088, 0.373]
Reward: 219   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.033, 0.088, 0.373]
Reward: 216   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.033, 0.088, 0.373]
Reward: 215   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 210   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 210   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 207   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.784, 0.088, 0.373]
Reward: 204   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.784, 0.088, 0.373]
Reward: 203   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.784, 0.088, 0.373]
Reward: 200   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 200   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.033, 0.088, 0.373]
Reward: 200   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 197   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.784, 0.088, 0.373]
Reward: 192   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.784, 0.088, 0.373]
Reward: 186   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.033, 0.088, 0.373]
Reward: 182   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 158   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.784, 0.088, 0.373]
Reward: 158   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 146   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 128   	chromosome: [60, 49, 98, 51, 99]          [0.682, 1.033, 0.088, 0.373]
Reward: 94   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.033, 0.088, 0.373]
Reward: 91   	chromosome: [60, 49, 98, 115, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 53   	chromosome: [89, 195]                     [0.646, 0.702, 0.18, 0.4815]
Reward: 31   	chromosome: [56, 249]                     [0.682, 1.033, 0.118, 0.163]
Reward: 22   	chromosome: [129, 174, 154, 154, 186]     [0.515, 0.348, 0.106, 0.2285]
Reward: 20   	chromosome: [153, 106]                    [0.731, 1.594, 0.078, 0.039]
Reward: 11   	chromosome: [57, 9, 98, 51, 99]           [0.39, 1.784, 0.084, 0.163]
Reward: 11   	chromosome: [60, 49, 98, 51, 89]          [0.521, 1.784, 0.088, 0.373]
Reward: 10   	chromosome: [40, 229, 65]                 [0.067, 1.298, 0.094, 0.4535]
Reward: 10   	chromosome: [194, 169, 252, 143, 191]     [0.627, 0.389, 0.134, 0.084]
Reward: 10   	chromosome: [164, 212]                    [0.526, 0.263, 0.061, 0.0075]
Reward: 10   	chromosome: [21, 91]                      [0.583, 0.601, 0.106, 0.169]
Reward: 10   	chromosome: [255, 21]                     [0.181, 0.017, 0.041, 0.385]
Reward: 10   	chromosome: [59, 195, 100, 14]            [0.413, 1.913, 0.082, 0.491]
Reward: 10   	chromosome: [183, 29]                     [0.157, 1.54, 0.213, 0.4495]
Reward: 10   	chromosome: [104, 115, 163]               [0.678, 1.932, 0.172, 0.2375]
Reward: 10   	chromosome: [225, 50]                     [0.705, 1.212, 0.238, 0.3925]
Reward: 10   	chromosome: [14, 177, 98]                 [0.754, 1.021, 0.22, 0.045]
Reward: 10   	chromosome: [60, 196, 98, 51, 99]         [0.682, 1.784, 0.088, 0.373]
Reward: 10   	chromosome: [97, 67, 6]                   [0.211, 1.938, 0.149, 0.234]
Reward: 10   	chromosome: [39, 226, 75, 254]            [0.299, 1.784, 0.104, 0.1515]
Reward: 10   	chromosome: [224, 100, 33, 160, 6]        [0.682, 1.216, 0.171, 0.442]
Reward: 10   	chromosome: [46, 204, 159, 244, 84]       [0.708, 1.419, 0.194, 0.0595]
Reward: 10   	chromosome: [139, 199, 35]                [0.253, 1.17, 0.017, 0.128]
Reward: 10   	chromosome: [19, 51]                      [0.644, 0.212, 0.066, 0.419]
Reward: 10   	chromosome: [200, 89, 18]                 [0.037, 0.721, 0.061, 0.2765]
Reward: 10   	chromosome: [143, 165, 77, 136]           [0.026, 1.729, 0.221, 0.403]
