Generation: 2	Total Reward: 1176.0
Reward: 41   	chromosome: [212, 171, 188, 212]          [0.136, 1.421, 0.225, 0.3125]
Reward: 41   	chromosome: [161, 61, 79, 225]            [0.025, 1.033, 0.2, 0.233]
Reward: 35   	chromosome: [57, 113, 98, 51, 99]         [0.682, 0.337, 0.088, 0.0765]
Reward: 32   	chromosome: [225, 135, 225]               [0.068, 1.576, 0.2, 0.1595]
Reward: 31   	chromosome: [61, 225, 118, 162, 99]       [0.684, 1.784, 0.088, 0.0765]
Reward: 29   	chromosome: [133, 113]                    [0.025, 1.033, 0.025, 0.233]
Reward: 26   	chromosome: [177, 217, 39, 249, 224]      [0.402, 0.891, 0.025, 0.3545]
Reward: 24   	chromosome: [225, 165]                    [0.218, 1.576, 0.091, 0.1595]
Reward: 24   	chromosome: [85, 94, 157]                 [0.472, 1.784, 0.178, 0.1935]
Reward: 19   	chromosome: [185, 95, 81, 5]              [0.783, 1.572, 0.028, 0.1695]
Reward: 19   	chromosome: [56, 242, 131]                [0.745, 1.693, 0.049, 0.021]
Reward: 13   	chromosome: [177, 127, 81, 5]             [0.783, 1.572, 0.157, 0.361]
Reward: 13   	chromosome: [199, 125]                    [0.025, 1.828, 0.181, 0.1055]
Reward: 13   	chromosome: [245, 91, 188, 92]            [0.468, 0.779, 0.094, 0.479]
Reward: 11   	chromosome: [245, 113]                    [0.025, 1.033, 0.139, 0.233]
Reward: 11   	chromosome: [96, 156, 155, 8, 44]         [0.057, 1.421, 0.09, 0.1395]
Reward: 11   	chromosome: [223, 240, 51, 99]            [0.464, 0.425, 0.088, 0.257]
Reward: 11   	chromosome: [61, 105, 211]                [0.699, 1.764, 0.178, 0.361]
Reward: 11   	chromosome: [174, 19, 4, 42, 76]          [0.687, 1.772, 0.049, 0.0225]
Reward: 11   	chromosome: [187, 95, 65, 5]              [0.783, 1.572, 0.007, 0.3545]
Reward: 10   	chromosome: [88, 179, 124]                [0.2, 0.777, 0.158, 0.068]
Reward: 10   	chromosome: [48, 132, 98, 23, 99]         [0.682, 0.08, 0.065, 0.0715]
Reward: 10   	chromosome: [248, 127, 81, 5]             [0.783, 1.572, 0.2, 0.1695]
Reward: 10   	chromosome: [109, 77]                     [0.699, 1.773, 0.028, 0.1695]
Reward: 10   	chromosome: [133, 164]                    [0.136, 0.863, 0.025, 0.371]
Reward: 10   	chromosome: [71, 219, 110]                [0.115, 1.551, 0.225, 0.3125]
Reward: 10   	chromosome: [57, 16, 98, 186, 96]         [0.682, 0.337, 0.178, 0.082]
Reward: 10   	chromosome: [180, 9, 29, 170]             [0.02, 0.244, 0.117, 0.471]
Reward: 10   	chromosome: [156, 8, 240, 186, 96]        [0.02, 1.828, 0.117, 0.0945]
Reward: 10   	chromosome: [161, 156]                    [0.648, 1.037, 0.159, 0.0765]
Reward: 10   	chromosome: [197, 241]                    [0.068, 1.491, 0.025, 0.17]
Reward: 10   	chromosome: [159, 121, 139]               [0.057, 1.764, 0.181, 0.3125]
Reward: 10   	chromosome: [97, 229, 98, 51, 99]         [0.682, 0.337, 0.088, 0.0765]
Reward: 10   	chromosome: [185, 49]                     [0.218, 1.576, 0.091, 0.1595]
Reward: 10   	chromosome: [59, 83, 224, 224]            [0.682, 0.425, 0.209, 0.1215]
Reward: 10   	chromosome: [20, 142]                     [0.014, 0.317, 0.153, 0.2235]
Reward: 10   	chromosome: [57, 113, 71, 23, 12]         [0.569, 0.08, 0.065, 0.4385]
Reward: 10   	chromosome: [48, 132, 98, 51, 99]         [0.682, 0.337, 0.088, 0.0715]
Reward: 10   	chromosome: [71, 220, 222]                [0.009, 1.664, 0.043, 0.1055]
Reward: 10   	chromosome: [242, 15, 133, 76]            [0.694, 1.772, 0.23, 0.2825]
Reward: 10   	chromosome: [25, 23, 113, 5]              [0.588, 1.572, 0.028, 0.1695]
Reward: 10   	chromosome: [248, 251, 92]                [0.2, 0.777, 0.158, 0.068]
Reward: 10   	chromosome: [1, 53, 66, 55]               [0.682, 0.337, 0.11, 0.281]
Reward: 10   	chromosome: [185, 17, 39]                 [0.54, 0.337, 0.026, 0.0765]
Reward: 10   	chromosome: [242, 31, 135, 168]           [0.623, 1.258, 0.059, 0.2825]
Reward: 10   	chromosome: [247, 244]                    [0.474, 1.656, 0.056, 0.46]
Reward: 10   	chromosome: [21, 231, 90]                 [0.684, 1.314, 0.11, 0.412]
Reward: 10   	chromosome: [25, 49, 96]                  [0.682, 0.145, 0.24, 0.0765]
Reward: 10   	chromosome: [214, 27, 231, 189, 224]      [0.465, 1.796, 0.209, 0.3545]
Reward: 10   	chromosome: [50, 7]                       [0.29, 0.821, 0.226, 0.1365]
Reward: 10   	chromosome: [55, 129, 112, 23, 118]       [0.74, 0.08, 0.077, 0.46]
Reward: 10   	chromosome: [61, 220, 118, 189, 224]      [0.009, 1.664, 0.002, 0.0225]
Reward: 10   	chromosome: [39, 25]                      [0.468, 0.779, 0.153, 0.04]
Reward: 10   	chromosome: [49, 153, 15, 249, 224]       [0.057, 0.891, 0.025, 0.3545]
Reward: 10   	chromosome: [227, 200, 171]               [0.402, 1.421, 0.225, 0.3125]
Reward: 10   	chromosome: [147, 36, 126, 166]           [0.684, 1.784, 0.012, 0.281]
Reward: 10   	chromosome: [116, 33, 70, 35]             [0.682, 0.337, 0.036, 0.471]
Reward: 10   	chromosome: [166, 11, 14, 170]            [0.623, 1.258, 0.059, 0.0225]
Reward: 10   	chromosome: [66, 142, 29, 212]            [0.715, 1.491, 0.036, 0.17]
Reward: 10   	chromosome: [52, 25]                      [0.136, 1.421, 0.225, 0.0225]
Reward: 9   	chromosome: [225, 237]                    [0.592, 1.491, 0.091, 0.17]
Reward: 9   	chromosome: [57, 113, 71, 51, 12]         [0.569, 0.337, 0.088, 0.0765]
Reward: 9   	chromosome: [157, 75]                     [0.068, 1.926, 0.028, 0.1545]
Reward: 9   	chromosome: [185, 15, 81, 5]              [0.783, 1.828, 0.124, 0.1695]
Reward: 9   	chromosome: [144, 89]                     [0.02, 1.572, 0.028, 0.0945]
Reward: 9   	chromosome: [192, 35]                     [0.42, 1.828, 0.036, 0.0945]
Reward: 9   	chromosome: [211, 17]                     [0.464, 0.425, 0.178, 0.082]
Reward: 9   	chromosome: [252, 98, 225, 82]            [0.069, 0.118, 0.229, 0.0495]
Reward: 9   	chromosome: [236, 216]                    [0.172, 0.004, 0.19, 0.228]
Reward: 9   	chromosome: [99, 152, 211]                [0.025, 1.421, 0.225, 0.1055]
Reward: 9   	chromosome: [248, 36, 35, 51, 99]         [0.62, 0.337, 0.137, 0.0765]
Reward: 9   	chromosome: [48, 204, 157]                [0.014, 1.784, 0.09, 0.2235]
Reward: 9   	chromosome: [76, 214]                     [0.783, 1.551, 0.153, 0.1695]
Reward: 9   	chromosome: [111, 48]                     [0.68, 1.158, 0.157, 0.234]
Reward: 9   	chromosome: [40, 112, 234, 51, 99]        [0.682, 1.003, 0.088, 0.4075]
Reward: 9   	chromosome: [43, 80, 114]                 [0.009, 0.337, 0.007, 0.04]
Reward: 9   	chromosome: [221, 84, 126, 170]           [0.468, 0.658, 0.012, 0.222]
Reward: 9   	chromosome: [35, 48, 33, 249]             [0.515, 1.595, 0.066, 0.1735]
Reward: 9   	chromosome: [7, 36, 215, 166]             [0.739, 1.784, 0.004, 0.281]
Reward: 9   	chromosome: [188, 113, 51, 51, 99]        [0.048, 0.337, 0.114, 0.409]
Reward: 9   	chromosome: [172, 73, 119]                [0.402, 0.891, 0.028, 0.1695]
Reward: 9   	chromosome: [171, 124, 118]               [0.025, 1.033, 0.19, 0.068]
Reward: 9   	chromosome: [168, 166]                    [0.474, 0.215, 0.065, 0.0715]
Reward: 9   	chromosome: [5, 213, 199]                 [0.75, 1.26, 0.11, 0.222]
Reward: 9   	chromosome: [117, 164, 230, 77, 12]       [0.636, 0.863, 0.139, 0.188]
Reward: 9   	chromosome: [146, 253, 132]               [0.136, 0.102, 0.042, 0.371]
Reward: 9   	chromosome: [169, 115, 57, 186, 99]       [0.42, 0.244, 0.088, 0.0765]
Reward: 9   	chromosome: [49, 101, 112, 51, 99]        [0.682, 0.085, 0.091, 0.0765]
Reward: 9   	chromosome: [121, 242, 75]                [0.007, 0.337, 0.088, 0.013]
Reward: 9   	chromosome: [221, 175, 188, 212]          [0.468, 0.779, 0.002, 0.3125]
Reward: 8   	chromosome: [33, 212, 81, 5]              [0.564, 0.313, 0.157, 0.4675]
Reward: 8   	chromosome: [187, 27]                     [0.783, 1.572, 0.028, 0.1695]
Reward: 8   	chromosome: [61, 156, 118]                [0.468, 0.779, 0.002, 0.04]
Reward: 8   	chromosome: [14, 89]                      [0.009, 1.664, 0.007, 0.0225]
Reward: 8   	chromosome: [125, 57, 98, 51, 99]         [0.682, 0.337, 0.088, 0.2515]
Reward: 8   	chromosome: [163, 89, 114, 189, 224]      [0.604, 1.764, 0.153, 0.04]
Reward: 8   	chromosome: [130, 30, 100, 191]           [0.564, 0.313, 0.153, 0.4675]
Reward: 8   	chromosome: [28, 249, 102, 51, 99]        [0.682, 1.664, 0.088, 0.0765]
Reward: 8   	chromosome: [3, 128, 195]                 [0.75, 1.26, 0.153, 0.0225]
Reward: 8   	chromosome: [5, 209]                      [0.009, 1.664, 0.025, 0.233]
