Generation: 45	Total Reward: 32938.0
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.088, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.92, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.39, 0.868, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.39, 0.979, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.92, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.39, 0.868, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.92, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.179]
Reward: 500   	chromosome: [43, 201]                     [0.39, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.1795]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.92, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.39, 1.92, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.0615]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.289, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.671, 0.868, 0.088, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.39, 1.937, 0.226, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.937, 0.088, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 1.92, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.39, 1.937, 0.118, 0.163]
Reward: 500   	chromosome: [43, 201]                     [0.682, 0.868, 0.118, 0.163]
