Generation: 42	Total Reward: 9064.0
Reward: 500   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 418   	chromosome: [71, 100]                     [0.785, 1.81, 0.211, 0.411]
Reward: 379   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 375   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 371   	chromosome: [71, 100]                     [0.785, 1.81, 0.079, 0.411]
Reward: 276   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 265   	chromosome: [71, 100]                     [0.785, 1.81, 0.211, 0.411]
Reward: 263   	chromosome: [71, 100, 13, 22]             [0.447, 1.81, 0.145, 0.411]
Reward: 259   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 259   	chromosome: [71, 100]                     [0.785, 1.81, 0.211, 0.411]
Reward: 258   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 245   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 225   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 215   	chromosome: [71, 100]                     [0.785, 1.81, 0.211, 0.411]
Reward: 209   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 204   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.245]
Reward: 200   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 198   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 197   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 186   	chromosome: [71, 100, 13, 22]             [0.785, 1.047, 0.145, 0.411]
Reward: 182   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.368]
Reward: 180   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 172   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 172   	chromosome: [71, 100]                     [0.447, 1.047, 0.145, 0.411]
Reward: 149   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 145   	chromosome: [71, 100, 13, 22]             [0.785, 0.772, 0.145, 0.411]
Reward: 144   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.368]
Reward: 143   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 137   	chromosome: [71, 100, 13, 22]             [0.785, 1.047, 0.145, 0.411]
Reward: 136   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 133   	chromosome: [71, 100]                     [0.785, 0.786, 0.145, 0.411]
Reward: 133   	chromosome: [71, 100, 13, 22]             [0.447, 1.81, 0.145, 0.411]
Reward: 115   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 112   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 109   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 107   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 107   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.411]
Reward: 92   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 85   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 81   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 76   	chromosome: [71, 100]                     [0.785, 0.786, 0.145, 0.411]
Reward: 75   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.368]
Reward: 71   	chromosome: [71, 100]                     [0.785, 1.81, 0.07, 0.411]
Reward: 70   	chromosome: [71, 100]                     [0.785, 1.81, 0.145, 0.411]
Reward: 58   	chromosome: [71, 100]                     [0.141, 1.023, 0.145, 0.412]
Reward: 23   	chromosome: [115, 198, 236]               [0.343, 1.722, 0.169, 0.187]
Reward: 22   	chromosome: [71, 100]                     [0.785, 1.047, 0.145, 0.411]
Reward: 20   	chromosome: [116, 98]                     [0.277, 1.169, 0.225, 0.2635]
Reward: 20   	chromosome: [71, 100]                     [0.785, 1.81, 0.211, 0.411]
Reward: 17   	chromosome: [71, 100]                     [0.785, 1.81, 0.07, 0.411]
Reward: 15   	chromosome: [212, 193, 150]               [0.46, 0.633, 0.113, 0.3175]
Reward: 13   	chromosome: [129, 229, 109, 49]           [0.425, 1.135, 0.24, 0.1495]
Reward: 10   	chromosome: [71, 192, 100]                [0.447, 1.81, 0.145, 0.411]
Reward: 10   	chromosome: [187, 250]                    [0.329, 0.643, 0.017, 0.2525]
Reward: 10   	chromosome: [247, 106, 22, 227, 254]      [0.28, 0.565, 0.078, 0.103]
Reward: 10   	chromosome: [67, 151, 146, 68, 66]        [0.111, 0.668, 0.108, 0.1865]
Reward: 10   	chromosome: [185, 71, 100]                [0.785, 1.81, 0.145, 0.368]
Reward: 10   	chromosome: [131, 141]                    [0.729, 0.465, 0.12, 0.324]
Reward: 10   	chromosome: [232, 182, 19]                [0.445, 1.206, 0.192, 0.053]
Reward: 10   	chromosome: [158, 156, 215]               [0.624, 1.838, 0.179, 0.291]
Reward: 10   	chromosome: [135, 31, 161, 46, 52]        [0.209, 1.623, 0.207, 0.329]
Reward: 10   	chromosome: [171, 232, 139, 96, 200]      [0.352, 1.909, 0.139, 0.4845]
Reward: 10   	chromosome: [91, 132, 166, 57, 107]       [0.549, 1.723, 0.085, 0.2315]
Reward: 10   	chromosome: [255, 124]                    [0.635, 0.403, 0.095, 0.47]
Reward: 10   	chromosome: [18, 185, 164, 98, 224]       [0.444, 1.44, 0.174, 0.39]
Reward: 10   	chromosome: [166, 81, 68]                 [0.111, 0.137, 0.047, 0.169]
Reward: 10   	chromosome: [63, 23, 162, 204, 32]        [0.787, 0.126, 0.155, 0.054]
Reward: 10   	chromosome: [152, 128]                    [0.674, 1.179, 0.05, 0.4255]
Reward: 10   	chromosome: [217, 141, 10, 39]            [0.769, 0.572, 0.173, 0.0635]
Reward: 10   	chromosome: [249, 18]                     [0.464, 1.377, 0.13, 0.21]
Reward: 10   	chromosome: [17, 84, 187, 234, 62]        [0.078, 0.904, 0.137, 0.3]
Reward: 10   	chromosome: [249, 83, 56, 91]             [0.426, 1.609, 0.021, 0.074]
Reward: 10   	chromosome: [6, 117]                      [0.014, 0.528, 0.145, 0.112]
Reward: 10   	chromosome: [74, 111, 3, 152, 104]        [0.18, 0.868, 0.179, 0.4415]
Reward: 9   	chromosome: [206, 234, 80, 236]           [0.245, 0.722, 0.022, 0.3315]
Reward: 9   	chromosome: [12, 109, 231, 42, 176]       [0.127, 1.464, 0.147, 0.38]
Reward: 9   	chromosome: [181, 208, 108]               [0.256, 1.191, 0.009, 0.2035]
Reward: 9   	chromosome: [119, 250, 145, 245, 27]      [0.589, 0.68, 0.044, 0.157]
Reward: 9   	chromosome: [36, 135, 73, 169]            [0.389, 1.667, 0.054, 0.409]
Reward: 9   	chromosome: [100, 71, 100]                [0.785, 1.81, 0.145, 0.411]
Reward: 9   	chromosome: [134, 34, 154, 254, 99]       [0.701, 1.996, 0.078, 0.2985]
Reward: 9   	chromosome: [100, 13, 22]                 [0.785, 1.81, 0.211, 0.411]
Reward: 9   	chromosome: [49, 243]                     [0.736, 1.878, 0.044, 0.436]
Reward: 9   	chromosome: [247, 110, 166, 79, 50]       [0.192, 1.81, 0.219, 0.411]
Reward: 9   	chromosome: [243, 56, 152]                [0.659, 0.071, 0.138, 0.417]
Reward: 9   	chromosome: [106, 200, 82]                [0.469, 1.014, 0.188, 0.473]
Reward: 9   	chromosome: [48, 93]                      [0.785, 1.81, 0.131, 0.411]
Reward: 9   	chromosome: [24, 17, 122, 15]             [0.41, 1.459, 0.173, 0.229]
Reward: 9   	chromosome: [90, 100, 13, 22]             [0.785, 1.81, 0.009, 0.411]
Reward: 9   	chromosome: [120, 182, 61]                [0.179, 1.463, 0.118, 0.284]
Reward: 9   	chromosome: [22, 158]                     [0.51, 1.601, 0.062, 0.4335]
Reward: 9   	chromosome: [11, 217, 164]                [0.073, 0.508, 0.207, 0.008]
Reward: 9   	chromosome: [37, 119]                     [0.528, 0.162, 0.055, 0.1975]
Reward: 9   	chromosome: [171, 98]                     [0.227, 0.765, 0.225, 0.209]
Reward: 8   	chromosome: [150, 71, 18, 172, 136]       [0.575, 1.03, 0.171, 0.3485]
Reward: 8   	chromosome: [168, 63, 209]                [0.352, 1.556, 0.195, 0.1895]
Reward: 8   	chromosome: [5, 164]                      [0.785, 0.26, 0.211, 0.028]
Reward: 8   	chromosome: [176, 4, 154, 247, 1]         [0.572, 1.058, 0.071, 0.063]
Reward: 8   	chromosome: [87, 102, 239, 61]            [0.785, 1.81, 0.208, 0.411]
Reward: 8   	chromosome: [58, 108, 36]                 [0.426, 0.353, 0.032, 0.439]
