Generation: 18	Total Reward: 3553.0
Reward: 237   	chromosome: [71, 76, 13, 22]              [0.785, 1.81, 0.11, 0.0005]
Reward: 193   	chromosome: [71, 100, 13, 22]             [0.292, 1.993, 0.11, 0.368]
Reward: 186   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.211, 0.368]
Reward: 179   	chromosome: [71, 100, 13, 22]             [0.626, 1.81, 0.049, 0.368]
Reward: 168   	chromosome: [7, 76, 9]                    [0.285, 0.95, 0.064, 0.368]
Reward: 158   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.211, 0.368]
Reward: 155   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.368]
Reward: 143   	chromosome: [71, 100, 13, 22]             [0.626, 1.81, 0.11, 0.368]
Reward: 142   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.145, 0.368]
Reward: 138   	chromosome: [71, 100, 13, 22]             [0.626, 1.81, 0.145, 0.368]
Reward: 130   	chromosome: [71, 100, 13, 22]             [0.626, 1.81, 0.11, 0.368]
Reward: 122   	chromosome: [71, 100, 13, 22]             [0.626, 1.81, 0.145, 0.368]
Reward: 118   	chromosome: [71, 100, 13, 22]             [0.785, 1.084, 0.145, 0.368]
Reward: 115   	chromosome: [71, 100, 13, 22]             [0.785, 1.939, 0.11, 0.368]
Reward: 109   	chromosome: [71, 100, 13, 22]             [0.626, 1.81, 0.074, 0.368]
Reward: 99   	chromosome: [71, 116, 13, 22]             [0.779, 1.939, 0.11, 0.368]
Reward: 98   	chromosome: [71, 116, 13, 22]             [0.785, 1.939, 0.11, 0.368]
Reward: 70   	chromosome: [199, 102]                    [0.626, 1.939, 0.145, 0.368]
Reward: 50   	chromosome: [71, 116, 13, 22]             [0.613, 1.81, 0.145, 0.368]
Reward: 47   	chromosome: [71, 13, 22]                  [0.785, 1.939, 0.11, 0.368]
Reward: 39   	chromosome: [71, 100]                     [0.626, 1.084, 0.11, 0.368]
Reward: 37   	chromosome: [71, 100, 13, 22]             [0.785, 1.393, 0.11, 0.0005]
Reward: 33   	chromosome: [89, 135]                     [0.088, 1.508, 0.048, 0.3085]
Reward: 25   	chromosome: [70, 13, 22]                  [0.291, 1.81, 0.049, 0.368]
Reward: 24   	chromosome: [71, 100, 13, 22]             [0.785, 1.81, 0.11, 0.0005]
Reward: 23   	chromosome: [70, 97, 13, 22]              [0.785, 1.81, 0.211, 0.368]
Reward: 17   	chromosome: [166, 51, 205, 72]            [0.167, 0.04, 0.11, 0.233]
Reward: 15   	chromosome: [209, 228, 190, 204, 89]      [0.337, 1.908, 0.14, 0.043]
Reward: 13   	chromosome: [71, 76, 13, 22]              [0.626, 1.81, 0.074, 0.368]
Reward: 13   	chromosome: [71, 100, 13, 22]             [0.626, 1.81, 0.074, 0.0005]
Reward: 12   	chromosome: [71, 76, 13, 22]              [0.785, 1.81, 0.094, 0.368]
Reward: 10   	chromosome: [219, 173, 188]               [0.604, 1.827, 0.223, 0.406]
Reward: 10   	chromosome: [113, 102, 61, 22]            [0.785, 1.81, 0.211, 0.0005]
Reward: 10   	chromosome: [71, 76, 13, 30]              [0.136, 1.81, 0.11, 0.368]
Reward: 10   	chromosome: [101, 48]                     [0.626, 0.768, 0.234, 0.2095]
Reward: 10   	chromosome: [71, 101, 189, 86, 219]       [0.507, 1.81, 0.168, 0.462]
Reward: 10   	chromosome: [223, 68]                     [0.626, 1.81, 0.11, 0.368]
Reward: 10   	chromosome: [217, 83, 229, 242]           [0.746, 0.786, 0.151, 0.1345]
Reward: 10   	chromosome: [236, 100, 104, 132, 21]      [0.475, 1.322, 0.165, 0.2355]
Reward: 10   	chromosome: [75, 208, 132, 46, 164]       [0.067, 1.271, 0.051, 0.073]
Reward: 10   	chromosome: [71, 116]                     [0.626, 1.81, 0.11, 0.368]
Reward: 10   	chromosome: [7, 167, 76]                  [0.785, 1.084, 0.145, 0.113]
Reward: 10   	chromosome: [245, 74]                     [0.262, 0.138, 0.003, 0.0925]
Reward: 10   	chromosome: [188, 83, 153, 112]           [0.409, 1.302, 0.092, 0.2855]
Reward: 10   	chromosome: [8, 90, 48, 107]              [0.404, 0.91, 0.004, 0.4725]
Reward: 10   	chromosome: [188, 70, 43, 25]             [0.002, 1.931, 0.121, 0.0365]
Reward: 10   	chromosome: [94, 227, 171, 79, 70]        [0.3, 0.534, 0.042, 0.308]
Reward: 10   	chromosome: [138, 148, 58]                [0.667, 0.228, 0.128, 0.164]
Reward: 10   	chromosome: [130, 138, 54, 22]            [0.376, 1.346, 0.11, 0.368]
Reward: 10   	chromosome: [199, 97, 149, 22]            [0.785, 1.084, 0.145, 0.373]
Reward: 10   	chromosome: [71, 76, 172, 22]             [0.626, 1.81, 0.01, 0.368]
Reward: 10   	chromosome: [74, 155, 30, 192]            [0.754, 0.15, 0.028, 0.002]
Reward: 10   	chromosome: [71, 76, 133, 13, 22]         [0.785, 0.118, 0.036, 0.0005]
Reward: 10   	chromosome: [165, 163, 92, 135, 148]      [0.742, 0.983, 0.093, 0.118]
Reward: 10   	chromosome: [65, 82]                      [0.043, 0.499, 0.155, 0.23]
Reward: 10   	chromosome: [247, 171, 248]               [0.471, 1.885, 0.236, 0.2975]
Reward: 10   	chromosome: [245, 152, 16, 195]           [0.619, 0.464, 0.037, 0.071]
Reward: 10   	chromosome: [93, 101, 13, 20, 219]        [0.69, 1.084, 0.145, 0.368]
Reward: 10   	chromosome: [70, 76, 61, 86]              [0.785, 0.069, 0.11, 0.368]
Reward: 9   	chromosome: [88, 64, 178, 155]            [0.35, 1.46, 0.045, 0.438]
Reward: 9   	chromosome: [165, 196, 110, 22]           [0.682, 1.365, 0.187, 0.0905]
Reward: 9   	chromosome: [5, 51, 9]                    [0.626, 1.81, 0.049, 0.368]
