Generation: 3	Total Reward: 1410.0
Reward: 106   	chromosome: [5, 117, 13, 30, 214]         [0.384, 0.068, 0.11, 0.368]
Reward: 76   	chromosome: [71, 108, 13, 81]             [0.009, 1.084, 0.145, 0.0945]
Reward: 72   	chromosome: [137, 191, 28, 18, 193]       [0.568, 1.606, 0.238, 0.324]
Reward: 69   	chromosome: [210, 147]                    [0.568, 0.96, 0.071, 0.337]
Reward: 67   	chromosome: [62, 228, 142]                [0.785, 1.393, 0.049, 0.078]
Reward: 42   	chromosome: [137, 191, 103, 18, 193]      [0.548, 1.606, 0.211, 0.2605]
Reward: 32   	chromosome: [182, 135]                    [0.562, 1.998, 0.238, 0.4515]
Reward: 28   	chromosome: [195, 135]                    [0.547, 1.81, 0.183, 0.403]
Reward: 25   	chromosome: [195, 135]                    [0.568, 1.81, 0.104, 0.352]
Reward: 22   	chromosome: [195, 135]                    [0.568, 1.81, 0.238, 0.352]
Reward: 20   	chromosome: [60, 42, 53, 31, 214]         [0.009, 1.063, 0.11, 0.4425]
Reward: 19   	chromosome: [195, 135]                    [0.568, 1.81, 0.238, 0.403]
Reward: 16   	chromosome: [199, 109]                    [0.009, 1.81, 0.238, 0.352]
Reward: 14   	chromosome: [137, 165, 13, 30, 193]       [0.384, 1.81, 0.11, 0.3645]
Reward: 14   	chromosome: [148, 104, 133]               [0.459, 0.32, 0.238, 0.403]
Reward: 12   	chromosome: [106, 11, 23, 238]            [0.6, 1.741, 0.229, 0.356]
Reward: 11   	chromosome: [1, 189, 169, 30, 214]        [0.44, 0.068, 0.204, 0.087]
Reward: 11   	chromosome: [64, 103]                     [0.69, 1.084, 0.145, 0.2635]
Reward: 11   	chromosome: [111, 104]                    [0.112, 1.063, 0.124, 0.378]
Reward: 10   	chromosome: [33, 13, 167, 30, 214]        [0.384, 1.461, 0.014, 0.368]
Reward: 10   	chromosome: [39, 125, 13]                 [0.384, 0.31, 0.11, 0.368]
Reward: 10   	chromosome: [42, 174, 3, 93]              [0.324, 1.741, 0.229, 0.078]
Reward: 10   	chromosome: [101, 170]                    [0.333, 1.81, 0.238, 0.403]
Reward: 10   	chromosome: [71, 91, 13, 19, 214]         [0.384, 0.068, 0.11, 0.0945]
Reward: 10   	chromosome: [71, 38, 85, 114]             [0.009, 1.084, 0.145, 0.2635]
