Generation: 10	Total Reward: 1464.0
Reward: 55   	chromosome: [173, 129, 117, 162]
Reward: 52   	chromosome: [133, 60, 229, 95]
Reward: 42   	chromosome: [161, 91]
Reward: 36   	chromosome: [79, 104]
Reward: 34   	chromosome: [22, 41, 225, 165]
Reward: 32   	chromosome: [254, 134]
Reward: 32   	chromosome: [174, 176, 5, 108]
Reward: 30   	chromosome: [18, 17, 88, 88, 33]
Reward: 29   	chromosome: [176, 5, 108, 181, 145]
Reward: 27   	chromosome: [89, 22, 41]
Reward: 25   	chromosome: [174, 105, 174, 133]
Reward: 24   	chromosome: [161, 79, 164]
Reward: 24   	chromosome: [174, 133, 60, 229]
Reward: 24   	chromosome: [60, 229, 95, 205, 203]
Reward: 23   	chromosome: [174, 191, 105]
Reward: 22   	chromosome: [22, 41, 228, 165]
Reward: 21   	chromosome: [254, 134, 133, 60]
Reward: 21   	chromosome: [212, 149, 54]
Reward: 19   	chromosome: [22, 148, 58, 102]
Reward: 19   	chromosome: [173, 129, 18, 17]
Reward: 19   	chromosome: [233, 228, 176, 5, 108]
Reward: 19   	chromosome: [79, 104, 30, 154]
Reward: 19   	chromosome: [79, 176, 5, 108]
Reward: 18   	chromosome: [88, 88, 33, 232]
Reward: 17   	chromosome: [254, 134]
Reward: 17   	chromosome: [225, 128, 132]
Reward: 17   	chromosome: [154, 141]
Reward: 16   	chromosome: [174, 105]
Reward: 16   	chromosome: [89, 22, 41, 233, 228]
Reward: 16   	chromosome: [79, 104, 21]
Reward: 15   	chromosome: [89, 212]
Reward: 15   	chromosome: [161, 91, 88]
Reward: 15   	chromosome: [161, 79, 89, 154]
Reward: 14   	chromosome: [174, 105]
Reward: 14   	chromosome: [161, 252, 89, 212]
Reward: 13   	chromosome: [225, 128, 132]
Reward: 13   	chromosome: [89, 212, 123, 17]
Reward: 13   	chromosome: [176, 5, 108, 181, 192]
Reward: 12   	chromosome: [88, 88, 100, 41]
Reward: 11   	chromosome: [161, 22, 41, 225]
Reward: 11   	chromosome: [254, 134]
Reward: 11   	chromosome: [89, 161]
Reward: 11   	chromosome: [173, 89, 22, 41, 19]
Reward: 10   	chromosome: [229, 108, 149]
Reward: 10   	chromosome: [154, 65, 129, 208]
Reward: 10   	chromosome: [161, 91, 33, 212]
Reward: 10   	chromosome: [44, 35, 208, 135, 79]
Reward: 10   	chromosome: [33, 174, 105, 161]
Reward: 10   	chromosome: [136, 162]
Reward: 10   	chromosome: [161, 252, 22, 41]
Reward: 10   	chromosome: [79, 104, 30]
Reward: 10   	chromosome: [174, 105, 174]
Reward: 10   	chromosome: [154, 65, 129, 208]
Reward: 10   	chromosome: [136, 173, 134, 117]
Reward: 10   	chromosome: [89, 154, 141, 33, 174]
Reward: 10   	chromosome: [89, 88, 88]
Reward: 10   	chromosome: [254, 172, 89, 22, 41]
Reward: 10   	chromosome: [136, 174, 105, 174, 133]
Reward: 10   	chromosome: [133, 60, 95]
Reward: 10   	chromosome: [33, 174, 173, 129, 60]
Reward: 10   	chromosome: [136, 225]
Reward: 10   	chromosome: [254, 134, 254]
Reward: 10   	chromosome: [174, 176, 5, 108, 44]
Reward: 10   	chromosome: [154, 174, 105, 240, 174]
Reward: 10   	chromosome: [174, 105, 17, 8]
Reward: 10   	chromosome: [79, 104, 21, 30]
Reward: 10   	chromosome: [173, 129, 174, 133, 60]
Reward: 9   	chromosome: [22, 100, 41]
Reward: 9   	chromosome: [173, 129, 5]
Reward: 9   	chromosome: [173, 129, 5]
Reward: 9   	chromosome: [161, 252, 191, 89]
Reward: 9   	chromosome: [30, 164, 238, 44, 27]
Reward: 9   	chromosome: [17, 8, 124, 86]
Reward: 9   	chromosome: [154, 141, 88, 88]
Reward: 9   	chromosome: [174, 224, 242]
Reward: 9   	chromosome: [173, 129, 60, 229]
Reward: 9   	chromosome: [174, 105, 174, 68, 22]
Reward: 9   	chromosome: [161, 17, 8, 124]
Reward: 9   	chromosome: [79, 158, 174, 133, 60]
Reward: 9   	chromosome: [174, 240, 89, 212, 123]
Reward: 9   	chromosome: [60, 233, 228, 176, 5]
Reward: 9   	chromosome: [255, 79, 79, 104]
Reward: 9   	chromosome: [229, 108, 22]
Reward: 9   	chromosome: [174, 233, 230, 176, 5]
Reward: 9   	chromosome: [108, 88, 88]
Reward: 9   	chromosome: [254, 89]
Reward: 9   	chromosome: [161, 252, 154, 65]
Reward: 9   	chromosome: [22, 100, 41, 18]
Reward: 9   	chromosome: [174, 161, 22, 41, 171]
Reward: 9   	chromosome: [225, 22, 148, 58]
Reward: 9   	chromosome: [136, 173, 134, 117, 60]
Reward: 9   	chromosome: [161, 252, 191]
Reward: 9   	chromosome: [88, 88, 33, 173]
Reward: 9   	chromosome: [254, 134, 212]
Reward: 8   	chromosome: [174, 105, 161, 91]
Reward: 8   	chromosome: [212, 30, 164, 238]
Reward: 8   	chromosome: [88, 88, 79, 164]
Reward: 8   	chromosome: [154, 88, 176, 5]
Reward: 8   	chromosome: [198, 173, 129, 161]
Reward: 8   	chromosome: [174, 224, 212]
