Generation: 59	Total Reward: 7700.0
Reward: 472   	chromosome: [169, 63, 85]                 [0.228, 0.383, 0.03, 1.767]
Reward: 439   	chromosome: [169, 63, 85]                 [0.228, 0.383, 0.03, 2.232]
Reward: 402   	chromosome: [169, 63, 85]                 [0.228, 0.383, 0.03, 2.232]
Reward: 401   	chromosome: [169, 63, 85]                 [0.228, 0.383, 0.03, 1.467]
Reward: 325   	chromosome: [169, 63, 85]                 [0.228, 0.383, 0.03, 2.232]
Reward: 298   	chromosome: [169, 63, 85]                 [0.228, 0.383, 0.03, 2.232]
Reward: 282   	chromosome: [85, 105, 169]                [0.228, 0.383, 0.03, 2.232]
Reward: 276   	chromosome: [85, 105, 169]                [0.228, 0.383, 0.03, 2.232]
Reward: 267   	chromosome: [150, 136, 85]                [0.228, 0.383, 0.03, 2.232]
Reward: 258   	chromosome: [85, 105, 169]                [0.228, 0.383, 0.03, 1.767]
Reward: 254   	chromosome: [85, 105, 169]                [0.463, 0.383, 0.03, 2.232]
Reward: 251   	chromosome: [85, 105, 169]                [0.228, 0.383, 0.03, 2.232]
Reward: 242   	chromosome: [85, 105, 169]                [0.228, 0.383, 0.03, 2.232]
Reward: 213   	chromosome: [85, 105, 169]                [0.164, 0.383, 0.03, 1.767]
Reward: 211   	chromosome: [85, 105, 169]                [0.228, 0.383, 0.03, 2.232]
Reward: 206   	chromosome: [85, 105, 169]                [0.228, 0.383, 0.03, 2.232]
Reward: 204   	chromosome: [169, 85, 105]                [0.228, 0.383, 0.03, 2.232]
Reward: 179   	chromosome: [169, 85, 105]                [0.228, 0.383, 0.03, 2.232]
Reward: 179   	chromosome: [169, 63, 85]                 [0.743, 0.383, 0.03, 2.232]
Reward: 164   	chromosome: [85, 105, 169]                [0.228, 1.362, 0.016, 2.232]
Reward: 161   	chromosome: [169, 63, 85]                 [0.228, 1.362, 0.03, 2.232]
Reward: 161   	chromosome: [169, 63, 85]                 [0.228, 1.334, 0.03, 2.232]
Reward: 157   	chromosome: [85, 105, 169]                [0.228, 1.362, 0.03, 2.232]
