Generation: 24	Total Reward: 4816.0
Reward: 294   	chromosome: [202, 121]                    [0.3025, 0.411, 0.0525, 0.7175]
Reward: 270   	chromosome: [132, 81]                     [0.0615, 0.708, 0.0525, 0.6405]
Reward: 265   	chromosome: [132, 81]                     [0.119, 0.708, 0.0525, 0.32875]
Reward: 241   	chromosome: [202, 121]                    [0.3025, 0.708, 0.0525, 0.7175]
Reward: 238   	chromosome: [202, 121]                    [0.0615, 0.708, 0.0955, 0.66875]
Reward: 226   	chromosome: [132, 81]                     [0.261, 0.411, 0.0525, 0.6405]
Reward: 222   	chromosome: [202, 121]                    [0.363, 0.708, 0.048, 0.6405]
Reward: 219   	chromosome: [202, 121]                    [0.3025, 0.51, 0.0525, 0.7175]
Reward: 213   	chromosome: [202, 121]                    [0.0615, 0.708, 0.0525, 0.7175]
Reward: 212   	chromosome: [202, 121]                    [0.0615, 0.411, 0.0955, 0.7175]
Reward: 207   	chromosome: [132, 81]                     [0.0615, 0.51, 0.0955, 0.6405]
Reward: 201   	chromosome: [132, 81]                     [0.0615, 0.411, 0.1055, 0.741]
Reward: 200   	chromosome: [202, 121]                    [0.3025, 0.586, 0.1055, 0.741]
Reward: 174   	chromosome: [132, 81]                     [0.0615, 0.411, 0.0525, 0.66875]
Reward: 174   	chromosome: [132, 81]                     [0.261, 0.51, 0.0525, 0.6405]
Reward: 164   	chromosome: [132, 81]                     [0.3365, 0.411, 0.0525, 0.32875]
Reward: 160   	chromosome: [132, 81]                     [0.0615, 0.411, 0.0525, 0.6405]
Reward: 142   	chromosome: [179, 215]                    [0.0615, 0.708, 0.0655, 0.7175]
Reward: 134   	chromosome: [202, 121]                    [0.0615, 0.411, 0.1055, 0.741]
Reward: 65   	chromosome: [179, 215]                    [0.3025, 0.708, 0.0525, 0.7175]
Reward: 19   	chromosome: [33, 225, 202, 121]           [0.3025, 0.411, 0.048, 0.3405]
Reward: 17   	chromosome: [81, 132]                     [0.3025, 0.411, 0.0955, 0.6405]
Reward: 17   	chromosome: [132, 121]                    [0.261, 0.51, 0.0525, 0.741]
Reward: 16   	chromosome: [242, 122, 89]                [0.323, 0.1165, 0.009, 0.1675]
Reward: 15   	chromosome: [121, 202]                    [0.0615, 0.708, 0.0955, 0.6405]
Reward: 11   	chromosome: [81, 43]                      [0.0615, 0.457, 0.0955, 0.173]
Reward: 11   	chromosome: [132, 121]                    [0.3365, 0.708, 0.0525, 0.6405]
Reward: 11   	chromosome: [179, 132]                    [0.3025, 0.708, 0.0955, 0.741]
Reward: 11   	chromosome: [121, 81]                     [0.363, 0.244, 0.0525, 0.7175]
Reward: 11   	chromosome: [121, 215]                    [0.261, 0.708, 0.0525, 0.32875]
Reward: 11   	chromosome: [132, 121]                    [0.3025, 0.708, 0.0525, 0.7175]
Reward: 11   	chromosome: [215, 115, 53, 9]             [0.21, 0.5575, 0.046, 0.71825]
Reward: 10   	chromosome: [132, 97, 69, 138]            [0.139, 0.51, 0.0955, 0.6405]
Reward: 10   	chromosome: [121, 132]                    [0.363, 0.708, 0.107, 0.7175]
Reward: 10   	chromosome: [202, 81]                     [0.3025, 0.411, 0.048, 0.32875]
Reward: 10   	chromosome: [115, 24]                     [0.2785, 0.304, 0.0825, 0.0965]
Reward: 10   	chromosome: [104, 157]                    [0.269, 0.3475, 0.096, 0.6505]
Reward: 10   	chromosome: [202, 132]                    [0.3025, 0.708, 0.048, 0.32875]
Reward: 10   	chromosome: [202, 179]                    [0.3025, 0.586, 0.0525, 0.6505]
Reward: 10   	chromosome: [231, 170, 75, 117]           [0.121, 0.031, 0.087, 0.3405]
Reward: 10   	chromosome: [118, 44, 172, 2]             [0.2005, 0.78, 0.116, 0.36525]
Reward: 10   	chromosome: [242, 189]                    [0.2785, 0.211, 0.03, 0.413]
Reward: 10   	chromosome: [43, 134, 51, 202]            [0.0615, 0.708, 0.109, 0.6405]
Reward: 10   	chromosome: [178, 5]                      [0.0965, 0.4005, 0.012, 0.2935]
Reward: 10   	chromosome: [234, 51]                     [0.2965, 0.074, 0.048, 0.741]
Reward: 10   	chromosome: [97, 1]                       [0.243, 0.3275, 0.0945, 0.2955]
Reward: 10   	chromosome: [237, 218, 122, 0, 139]       [0.28, 0.512, 0.0435, 0.01725]
Reward: 10   	chromosome: [233, 247]                    [0.33, 0.7105, 0.044, 0.14475]
Reward: 10   	chromosome: [185, 30]                     [0.2585, 0.601, 0.094, 0.481]
Reward: 10   	chromosome: [179, 47]                     [0.3615, 0.553, 0.075, 0.741]
Reward: 10   	chromosome: [81, 121]                     [0.0615, 0.51, 0.0525, 0.32875]
Reward: 10   	chromosome: [156, 85, 237]                [0.3925, 0.5475, 0.1105, 0.07175]
Reward: 10   	chromosome: [129, 33]                     [0.359, 0.194, 0.087, 0.66425]
Reward: 10   	chromosome: [81, 202]                     [0.3025, 0.411, 0.0525, 0.6405]
Reward: 10   	chromosome: [132, 56]                     [0.2795, 0.411, 0.0955, 0.62075]
Reward: 10   	chromosome: [121, 246, 13, 68, 119]       [0.3025, 0.6135, 0.117, 0.741]
Reward: 10   	chromosome: [92, 98, 72, 198, 33]         [0.18, 0.8765, 0.0515, 0.642]
Reward: 10   	chromosome: [143, 180]                    [0.087, 0.6475, 0.0705, 0.45275]
Reward: 10   	chromosome: [57, 200]                     [0.0975, 0.2985, 0.0465, 0.2365]
Reward: 10   	chromosome: [202, 215]                    [0.261, 0.708, 0.0525, 0.6505]
Reward: 10   	chromosome: [202, 132]                    [0.3025, 0.51, 0.0525, 0.6405]
Reward: 9   	chromosome: [121, 132]                    [0.363, 0.708, 0.048, 0.32875]
Reward: 9   	chromosome: [202, 81]                     [0.363, 0.708, 0.048, 0.6405]
Reward: 9   	chromosome: [5, 29, 32, 132, 202]         [0.3665, 0.883, 0.0525, 0.4555]
Reward: 9   	chromosome: [97, 153, 95, 72, 42]         [0.0265, 0.467, 0.0625, 0.39825]
Reward: 9   	chromosome: [202, 121, 127]               [0.022, 0.0735, 0.0895, 0.62175]
Reward: 9   	chromosome: [187, 109, 239, 82]           [0.2875, 0.4635, 0.1045, 0.2475]
Reward: 9   	chromosome: [81, 202]                     [0.0615, 0.411, 0.0525, 0.32875]
Reward: 9   	chromosome: [14, 126, 121]                [0.261, 0.708, 0.0525, 0.45575]
Reward: 9   	chromosome: [106, 202]                    [0.0335, 0.3565, 0.1165, 0.66875]
