Generation: 3	Total Reward: 1261.0
Reward: 56   	chromosome: [89, 212, 123, 17]
Reward: 53   	chromosome: [89, 214]
Reward: 51   	chromosome: [173, 129, 117, 162]
Reward: 37   	chromosome: [88, 88, 100, 41]
Reward: 33   	chromosome: [176, 5, 108, 181, 145]
Reward: 29   	chromosome: [254, 134]
Reward: 28   	chromosome: [22, 100, 41]
Reward: 27   	chromosome: [161, 91]
Reward: 22   	chromosome: [174, 105]
Reward: 22   	chromosome: [229, 108, 149]
Reward: 19   	chromosome: [33, 232, 176, 5, 108]
Reward: 18   	chromosome: [225, 128, 132]
Reward: 17   	chromosome: [79, 104]
Reward: 17   	chromosome: [60, 229, 95, 205, 203]
Reward: 17   	chromosome: [133, 60, 229, 95]
Reward: 14   	chromosome: [22, 41, 225, 165]
Reward: 13   	chromosome: [233, 228, 56, 238, 139]
Reward: 13   	chromosome: [154, 141]
Reward: 12   	chromosome: [89, 212]
Reward: 12   	chromosome: [154, 65, 129, 208]
Reward: 11   	chromosome: [145, 36, 20, 151, 151]
Reward: 10   	chromosome: [212, 149, 54]
Reward: 10   	chromosome: [44, 35, 208, 135, 79]
Reward: 10   	chromosome: [213, 249, 128, 86]
Reward: 10   	chromosome: [54, 9, 195]
Reward: 10   	chromosome: [187, 187]
Reward: 10   	chromosome: [148, 58, 102, 205, 50]
Reward: 10   	chromosome: [123, 17, 68, 22, 114]
Reward: 10   	chromosome: [252, 80, 61]
Reward: 10   	chromosome: [88, 88, 154]
Reward: 10   	chromosome: [69, 171, 11, 179, 91]
Reward: 10   	chromosome: [153, 252]
Reward: 10   	chromosome: [51, 28, 178, 172, 112]
Reward: 10   	chromosome: [191, 17, 8, 124]
Reward: 10   	chromosome: [224, 114, 40, 121]
Reward: 10   	chromosome: [17, 8, 124, 86]
Reward: 10   	chromosome: [240, 68, 68]
Reward: 10   	chromosome: [136, 162]
Reward: 10   	chromosome: [173, 129, 117, 233, 140]
Reward: 10   	chromosome: [79, 133, 88]
Reward: 10   	chromosome: [88, 184, 88, 154, 213]
Reward: 10   	chromosome: [27, 123, 146, 219, 21]
Reward: 10   	chromosome: [164, 238, 44, 34]
Reward: 10   	chromosome: [68, 22, 114, 138]
Reward: 10   	chromosome: [224, 242, 198]
Reward: 10   	chromosome: [192, 123, 200, 242, 98]
Reward: 10   	chromosome: [224, 114, 40, 154, 65]
Reward: 10   	chromosome: [61, 22, 114, 246, 72]
Reward: 10   	chromosome: [136, 162]
Reward: 10   	chromosome: [240, 68, 68, 225]
Reward: 10   	chromosome: [30, 164, 238, 44, 34]
Reward: 10   	chromosome: [252, 27, 123, 146, 219]
Reward: 10   	chromosome: [33, 212, 237, 17]
Reward: 10   	chromosome: [88, 88, 154, 88]
Reward: 10   	chromosome: [174, 227, 212]
Reward: 10   	chromosome: [161, 252, 191]
Reward: 10   	chromosome: [22, 97, 173, 129]
Reward: 10   	chromosome: [44, 148, 58, 102, 205]
Reward: 10   	chromosome: [164, 238, 33, 232]
Reward: 10   	chromosome: [8, 111, 248, 210]
Reward: 9   	chromosome: [187, 187]
Reward: 9   	chromosome: [89, 212, 109]
Reward: 9   	chromosome: [111, 248, 210]
Reward: 9   	chromosome: [33, 212, 237]
Reward: 9   	chromosome: [22, 97, 219]
Reward: 9   	chromosome: [44, 35, 208, 135, 79]
Reward: 9   	chromosome: [224, 194, 54]
Reward: 9   	chromosome: [191, 228, 155, 72, 247]
Reward: 9   	chromosome: [228, 195, 99]
Reward: 9   	chromosome: [154, 141, 155, 147]
Reward: 9   	chromosome: [69, 199, 55, 97]
Reward: 9   	chromosome: [213, 191, 9, 231, 51]
Reward: 9   	chromosome: [252, 191, 17, 8]
Reward: 9   	chromosome: [225, 128, 192, 123]
Reward: 9   	chromosome: [69, 102, 195, 249, 194]
Reward: 9   	chromosome: [114, 40, 121, 53]
Reward: 9   	chromosome: [148, 157, 133, 243, 18]
Reward: 9   	chromosome: [241, 246, 40, 97, 79]
Reward: 9   	chromosome: [65, 129, 208, 165, 235]
Reward: 9   	chromosome: [146, 219, 21, 71, 155]
Reward: 9   	chromosome: [228, 195, 99, 154]
Reward: 9   	chromosome: [229, 69, 199]
Reward: 9   	chromosome: [79, 104, 191]
Reward: 9   	chromosome: [189, 254, 134]
Reward: 9   	chromosome: [225, 128, 192, 213]
Reward: 9   	chromosome: [187, 187]
Reward: 9   	chromosome: [191, 17, 8, 173]
Reward: 9   	chromosome: [224, 194, 54, 51]
Reward: 9   	chromosome: [123, 17, 68, 22, 114]
Reward: 9   	chromosome: [94, 88, 100, 41]
Reward: 8   	chromosome: [246, 72, 134, 72, 56]
Reward: 8   	chromosome: [164, 238]
Reward: 8   	chromosome: [8, 222, 244]
Reward: 8   	chromosome: [114, 40, 121, 53, 154]
Reward: 8   	chromosome: [225, 165, 197, 100, 176]
Reward: 8   	chromosome: [123, 17, 93, 201]
Reward: 8   	chromosome: [196, 203, 160]
Reward: 8   	chromosome: [89, 212, 114, 40]
Reward: 8   	chromosome: [153, 69, 171]
Reward: 8   	chromosome: [69, 102, 44, 35, 208]
