Generation: 15	Total Reward: 6917.0
Reward: 500   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.063]
Reward: 500   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.053, 0.0725]
Reward: 500   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.063]
Reward: 500   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.063]
Reward: 500   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0725]
Reward: 488   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0725]
Reward: 293   	chromosome: [89, 10, 86, 188, 115]        [0.63, 1.412, 0.191, 0.063]
Reward: 286   	chromosome: [163, 35, 86, 188, 115]       [0.666, 1.014, 0.191, 0.3105]
Reward: 259   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.014, 0.053, 0.0725]
Reward: 252   	chromosome: [89, 154, 86, 188, 115]       [0.441, 1.735, 0.191, 0.0725]
Reward: 208   	chromosome: [89, 35, 86, 188, 115]        [0.666, 1.412, 0.191, 0.3105]
Reward: 172   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0375]
Reward: 145   	chromosome: [89, 35, 86, 188, 115]        [0.666, 1.014, 0.191, 0.3105]
Reward: 130   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0725]
Reward: 125   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0725]
Reward: 123   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0725]
Reward: 118   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.2435]
Reward: 117   	chromosome: [89, 209, 86, 188, 115]       [0.666, 1.412, 0.191, 0.0375]
Reward: 104   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.063]
Reward: 98   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0725]
Reward: 85   	chromosome: [163, 35, 86, 188, 115]       [0.666, 1.412, 0.191, 0.0725]
Reward: 82   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.988, 0.191, 0.0725]
Reward: 81   	chromosome: [49, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.0725]
Reward: 80   	chromosome: [163, 10, 86, 188, 115]       [0.666, 1.988, 0.191, 0.0725]
Reward: 77   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.063]
Reward: 69   	chromosome: [163, 10, 86, 188, 115]       [0.666, 1.412, 0.095, 0.3105]
Reward: 68   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.3105]
Reward: 60   	chromosome: [163, 10, 86, 188, 115]       [0.666, 1.014, 0.191, 0.3105]
Reward: 56   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.191, 0.2435]
Reward: 52   	chromosome: [163, 10, 86, 188, 115]       [0.666, 1.412, 0.191, 0.0725]
Reward: 30   	chromosome: [163, 10, 86, 188, 115]       [0.666, 1.412, 0.191, 0.3105]
Reward: 26   	chromosome: [163, 10, 86, 188, 115]       [0.284, 1.412, 0.191, 0.0725]
Reward: 25   	chromosome: [89, 10, 86, 188, 115]        [0.666, 1.412, 0.053, 0.3105]
Reward: 22   	chromosome: [152, 188]                    [0.126, 1.212, 0.081, 0.43]
Reward: 21   	chromosome: [152, 30]                     [0.184, 0.848, 0.067, 0.2135]
Reward: 20   	chromosome: [89, 35, 86, 188, 115]        [0.635, 1.014, 0.191, 0.3105]
Reward: 18   	chromosome: [163, 35, 86, 188, 115]       [0.666, 1.014, 0.191, 0.3105]
Reward: 18   	chromosome: [163, 35, 86, 188, 115]       [0.666, 1.014, 0.191, 0.3105]
Reward: 18   	chromosome: [163, 35, 86, 188, 115]       [0.522, 1.988, 0.191, 0.3105]
Reward: 17   	chromosome: [163, 10, 86, 188, 115]       [0.666, 1.412, 0.191, 0.2435]
Reward: 15   	chromosome: [92, 76, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0725]
Reward: 14   	chromosome: [59, 149, 206, 31, 233]       [0.612, 0.72, 0.193, 0.396]
Reward: 12   	chromosome: [163, 10, 86, 227, 115]       [0.666, 1.014, 0.191, 0.0375]
Reward: 12   	chromosome: [153, 131]                    [0.666, 0.291, 0.181, 0.3105]
Reward: 11   	chromosome: [188, 191]                    [0.204, 0.077, 0.034, 0.4195]
Reward: 10   	chromosome: [215, 80, 65, 168, 114]       [0.369, 1.954, 0.039, 0.346]
Reward: 10   	chromosome: [29, 245, 211, 193]           [0.711, 0.602, 0.108, 0.1055]
Reward: 10   	chromosome: [185, 15, 32, 239, 166]       [0.341, 0.36, 0.08, 0.4995]
Reward: 10   	chromosome: [188, 158]                    [0.24, 1.922, 0.142, 0.181]
Reward: 10   	chromosome: [120, 37, 33, 172, 97]        [0.403, 1.306, 0.211, 0.254]
Reward: 10   	chromosome: [218, 199]                    [0.559, 0.182, 0.184, 0.0415]
Reward: 10   	chromosome: [73, 106, 86, 188, 115]       [0.666, 1.412, 0.053, 0.0725]
Reward: 10   	chromosome: [155, 26]                     [0.42, 0.077, 0.1, 0.387]
Reward: 10   	chromosome: [163, 10, 86, 188, 115]       [0.666, 0.692, 0.191, 0.0725]
Reward: 10   	chromosome: [164, 110, 154]               [0.62, 1.323, 0.207, 0.47]
Reward: 10   	chromosome: [234, 2]                      [0.011, 1.088, 0.113, 0.3445]
Reward: 10   	chromosome: [193, 33]                     [0.38, 1.741, 0.12, 0.4075]
Reward: 10   	chromosome: [89, 35, 86, 188, 115]        [0.666, 1.014, 0.191, 0.063]
Reward: 10   	chromosome: [251, 157, 117, 251, 125]     [0.292, 0.529, 0.133, 0.211]
Reward: 10   	chromosome: [20, 99, 195, 196]            [0.641, 1.037, 0.224, 0.495]
Reward: 10   	chromosome: [118, 26, 228, 167, 216]      [0.116, 0.883, 0.217, 0.2325]
Reward: 10   	chromosome: [89, 10, 86, 188, 209]        [0.666, 1.988, 0.191, 0.0375]
Reward: 10   	chromosome: [202, 206]                    [0.162, 0.204, 0.01, 0.2935]
Reward: 10   	chromosome: [139, 166]                    [0.663, 0.418, 0.069, 0.0805]
Reward: 10   	chromosome: [69, 14, 86, 188, 115]        [0.174, 0.692, 0.191, 0.046]
Reward: 10   	chromosome: [92, 10, 86, 145, 115]        [0.666, 1.014, 0.191, 0.0725]
Reward: 10   	chromosome: [252, 86, 74, 65, 36]         [0.079, 1.807, 0.214, 0.45]
Reward: 10   	chromosome: [207, 35, 86, 188, 115]       [0.666, 1.412, 0.053, 0.3105]
Reward: 9   	chromosome: [247, 249, 194, 22]           [0.297, 1.073, 0.075, 0.275]
Reward: 9   	chromosome: [42, 198, 73, 24]             [0.724, 1.276, 0.109, 0.134]
Reward: 9   	chromosome: [167, 210, 4, 201]            [0.115, 1.782, 0.014, 0.259]
Reward: 9   	chromosome: [132, 89]                     [0.192, 0.439, 0.156, 0.5]
Reward: 9   	chromosome: [14, 252, 236]                [0.347, 1.413, 0.084, 0.0895]
Reward: 9   	chromosome: [255, 222]                    [0.377, 0.076, 0.022, 0.115]
Reward: 9   	chromosome: [208, 238, 46, 59, 71]        [0.687, 0.064, 0.181, 0.176]
Reward: 9   	chromosome: [187, 199, 86]                [0.546, 0.852, 0.101, 0.422]
Reward: 9   	chromosome: [89, 35, 86, 188, 115]        [0.666, 1.412, 0.191, 0.0725]
Reward: 9   	chromosome: [89, 35, 86, 188, 115]        [0.666, 1.412, 0.053, 0.0725]
Reward: 9   	chromosome: [105, 2, 242]                 [0.666, 0.692, 0.123, 0.0725]
Reward: 9   	chromosome: [247, 157, 66]                [0.762, 1.893, 0.03, 0.255]
Reward: 9   	chromosome: [36, 136, 99, 32, 213]        [0.741, 0.914, 0.18, 0.418]
Reward: 9   	chromosome: [89, 35, 86, 188, 115]        [0.666, 1.412, 0.191, 0.0725]
Reward: 9   	chromosome: [49, 43, 28, 25]              [0.256, 0.696, 0.156, 0.3565]
Reward: 9   	chromosome: [156, 186, 63]                [0.243, 0.673, 0.04, 0.4235]
Reward: 9   	chromosome: [94, 16, 73, 159, 94]         [0.606, 0.881, 0.11, 0.024]
Reward: 9   	chromosome: [7, 248]                      [0.095, 0.217, 0.188, 0.125]
Reward: 9   	chromosome: [246, 105, 209]               [0.542, 1.792, 0.059, 0.0125]
Reward: 9   	chromosome: [193, 234]                    [0.336, 1.887, 0.022, 0.246]
Reward: 9   	chromosome: [65, 118]                     [0.578, 1.479, 0.046, 0.189]
Reward: 9   	chromosome: [90, 117]                     [0.526, 0.36, 0.002, 0.016]
Reward: 9   	chromosome: [89, 35, 86, 188, 115]        [0.666, 1.412, 0.191, 0.063]
Reward: 9   	chromosome: [89, 76, 86, 188, 115]        [0.666, 1.014, 0.191, 0.0375]
Reward: 8   	chromosome: [89, 31, 86, 188, 115]        [0.63, 1.545, 0.191, 0.3085]
Reward: 8   	chromosome: [140, 130]                    [0.225, 1.412, 0.173, 0.0725]
Reward: 8   	chromosome: [89, 10, 188, 115]            [0.666, 1.412, 0.191, 0.3105]
Reward: 8   	chromosome: [176, 82, 206]                [0.261, 1.182, 0.215, 0.063]
Reward: 8   	chromosome: [171, 233]                    [0.275, 0.992, 0.215, 0.412]
Reward: 8   	chromosome: [199, 233]                    [0.68, 0.869, 0.089, 0.0845]
Reward: 8   	chromosome: [148, 178]                    [0.005, 0.953, 0.078, 0.285]
Reward: 8   	chromosome: [23, 245, 230, 69, 222]       [0.542, 0.328, 0.087, 0.3085]
