Generation: 11	Total Reward: 6124.0
Reward: 298   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 269   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 243   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 239   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 208   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 184   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 178   	chromosome: [174, 159, 133]               [0.753, 1.723, 0.123, 0.4605]
Reward: 168   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 167   	chromosome: [174, 155, 133]               [0.633, 0.187, 0.226, 0.3455]
Reward: 166   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 165   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 164   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.129, 0.4605]
Reward: 153   	chromosome: [174, 155, 133]               [0.583, 1.769, 0.123, 0.4605]
Reward: 150   	chromosome: [174, 155, 133]               [0.359, 0.923, 0.123, 0.4605]
Reward: 149   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 143   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.053]
Reward: 142   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 131   	chromosome: [174, 155, 133]               [0.753, 1.769, 0.123, 0.4605]
Reward: 130   	chromosome: [174, 155, 133]               [0.359, 1.769, 0.123, 0.4605]
Reward: 129   	chromosome: [174, 159, 133]               [0.232, 0.923, 0.052, 0.4605]
Reward: 129   	chromosome: [174, 159, 133]               [0.753, 1.769, 0.211, 0.4605]
Reward: 124   	chromosome: [174, 155, 133]               [0.753, 1.769, 0.226, 0.4605]
Reward: 124   	chromosome: [174, 159, 133]               [0.267, 0.923, 0.226, 0.4605]
Reward: 123   	chromosome: [174, 159, 133]               [0.232, 0.474, 0.052, 0.4605]
Reward: 123   	chromosome: [174, 159, 133]               [0.276, 1.723, 0.129, 0.4605]
Reward: 119   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 118   	chromosome: [174, 155, 133]               [0.748, 0.478, 0.123, 0.4605]
Reward: 115   	chromosome: [174, 159, 133]               [0.753, 1.769, 0.226, 0.377]
Reward: 115   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.129, 0.4605]
Reward: 112   	chromosome: [174, 155, 133]               [0.125, 0.293, 0.226, 0.4605]
Reward: 106   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 102   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 96   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 95   	chromosome: [174, 155, 133]               [0.753, 0.474, 0.226, 0.4605]
Reward: 92   	chromosome: [174, 155, 133]               [0.753, 1.769, 0.123, 0.4605]
Reward: 84   	chromosome: [174, 159, 133]               [0.359, 0.923, 0.226, 0.4605]
Reward: 78   	chromosome: [174, 159, 133]               [0.359, 0.923, 0.226, 0.4605]
Reward: 70   	chromosome: [174, 155, 133]               [0.267, 0.923, 0.226, 0.4605]
Reward: 30   	chromosome: [174, 155, 133]               [0.22, 0.923, 0.052, 0.4605]
Reward: 19   	chromosome: [236, 155, 133]               [0.753, 0.923, 0.116, 0.4605]
