Generation: 24	Total Reward: 8479.0
Reward: 284   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 278   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 266   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.234, 0.4605]
Reward: 241   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 241   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 232   	chromosome: [174, 155, 133]               [0.678, 0.923, 0.234, 0.4605]
Reward: 231   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 221   	chromosome: [174, 155, 133]               [0.753, 1.845, 0.226, 0.479]
Reward: 221   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 217   	chromosome: [174, 159, 133]               [0.678, 0.923, 0.123, 0.4605]
Reward: 214   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 212   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.093, 0.374]
Reward: 206   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.234, 0.4605]
Reward: 202   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.234, 0.4605]
Reward: 199   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 198   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.479]
Reward: 194   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.075, 0.4555]
Reward: 191   	chromosome: [174, 159, 133]               [0.753, 0.092, 0.123, 0.4605]
Reward: 186   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 183   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 176   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.479]
Reward: 176   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 176   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 174   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.075, 0.4605]
Reward: 167   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 166   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 160   	chromosome: [174, 155, 133]               [0.359, 0.145, 0.226, 0.479]
Reward: 158   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.479]
Reward: 158   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 157   	chromosome: [174, 155, 133]               [0.753, 0.392, 0.123, 0.403]
Reward: 156   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 149   	chromosome: [174, 159, 133]               [0.753, 0.817, 0.226, 0.4605]
Reward: 143   	chromosome: [174, 159, 133]               [0.753, 0.817, 0.226, 0.4605]
Reward: 130   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 124   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.479]
Reward: 123   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.093, 0.403]
Reward: 120   	chromosome: [174, 159, 133]               [0.678, 0.923, 0.234, 0.4605]
Reward: 118   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 104   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 102   	chromosome: [174, 155, 133]               [0.753, 0.261, 0.234, 0.4605]
Reward: 97   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 97   	chromosome: [174, 159, 133]               [0.753, 0.817, 0.226, 0.4605]
Reward: 93   	chromosome: [174, 159, 133]               [0.753, 0.923, 0.123, 0.4605]
Reward: 92   	chromosome: [174, 155, 133]               [0.753, 0.923, 0.093, 0.403]
Reward: 92   	chromosome: [174, 155, 133]               [0.753, 1.223, 0.226, 0.4605]
Reward: 89   	chromosome: [174, 159, 133]               [0.359, 0.145, 0.226, 0.4555]
Reward: 41   	chromosome: [174, 159, 133]               [0.078, 1.223, 0.226, 0.4605]
Reward: 24   	chromosome: [141, 85, 114]                [0.338, 1.607, 0.219, 0.364]
Reward: 19   	chromosome: [98, 58, 135]                 [0.753, 0.923, 0.234, 0.4605]
Reward: 12   	chromosome: [230, 124, 49, 11]            [0.798, 0.508, 0.233, 0.229]
Reward: 11   	chromosome: [184, 49, 234, 97, 135]       [0.084, 0.512, 0.105, 0.282]
Reward: 11   	chromosome: [151, 247, 31, 215]           [0.148, 0.381, 0.13, 0.485]
Reward: 11   	chromosome: [154, 127, 152]               [0.285, 1.06, 0.076, 0.183]
Reward: 11   	chromosome: [183, 236, 0]                 [0.661, 0.444, 0.069, 0.4955]
Reward: 10   	chromosome: [174, 62, 220]                [0.743, 0.923, 0.153, 0.479]
Reward: 10   	chromosome: [218, 34, 190, 28, 18]        [0.639, 1.137, 0.24, 0.2505]
Reward: 10   	chromosome: [57, 40]                      [0.003, 0.664, 0.141, 0.2815]
Reward: 10   	chromosome: [95, 8]                       [0.173, 1.502, 0.099, 0.004]
Reward: 10   	chromosome: [49, 36, 110, 66, 74]         [0.788, 0.866, 0.187, 0.378]
Reward: 10   	chromosome: [217, 77, 180, 67, 194]       [0.117, 1.289, 0.223, 0.0375]
Reward: 10   	chromosome: [174, 155, 9]                 [0.753, 0.923, 0.123, 0.4605]
Reward: 10   	chromosome: [123, 111, 217]               [0.25, 0.917, 0.042, 0.1245]
Reward: 10   	chromosome: [14, 62]                      [0.59, 1.305, 0.196, 0.3865]
Reward: 10   	chromosome: [99, 91, 241, 217, 188]       [0.21, 1.404, 0.047, 0.2245]
Reward: 10   	chromosome: [254, 15, 24, 164]            [0.183, 0.648, 0.152, 0.2155]
Reward: 10   	chromosome: [174, 155, 220]               [0.743, 0.923, 0.153, 0.2885]
Reward: 10   	chromosome: [239, 3, 139]                 [0.176, 0.616, 0.145, 0.085]
Reward: 10   	chromosome: [125, 229]                    [0.623, 1.584, 0.055, 0.371]
Reward: 10   	chromosome: [123, 159, 133]               [0.101, 0.092, 0.123, 0.4605]
Reward: 10   	chromosome: [168, 94, 183]                [0.196, 1.278, 0.163, 0.3015]
Reward: 10   	chromosome: [1, 162, 255]                 [0.636, 0.082, 0.026, 0.3915]
Reward: 10   	chromosome: [174, 51, 83]                 [0.101, 0.661, 0.234, 0.09]
Reward: 10   	chromosome: [123, 159, 133]               [0.678, 0.923, 0.123, 0.4605]
Reward: 10   	chromosome: [106, 243]                    [0.22, 0.197, 0.146, 0.39]
Reward: 9   	chromosome: [95, 254, 143, 187]           [0.227, 1.764, 0.052, 0.2175]
Reward: 9   	chromosome: [174, 112, 133]               [0.753, 0.923, 0.226, 0.4605]
Reward: 9   	chromosome: [190, 23, 133]                [0.665, 1.768, 0.226, 0.495]
Reward: 9   	chromosome: [5, 217]                      [0.753, 0.923, 0.094, 0.4605]
Reward: 9   	chromosome: [74, 243]                     [0.265, 1.257, 0.143, 0.2485]
Reward: 9   	chromosome: [42, 16, 30, 65, 110]         [0.341, 0.992, 0.172, 0.1435]
Reward: 9   	chromosome: [197, 45]                     [0.501, 1.131, 0.1, 0.003]
Reward: 9   	chromosome: [129, 199]                    [0.734, 0.753, 0.221, 0.2365]
